% # of instances: 2000

% Class distribution
% c1: 487
% c2: 487
% c3: 522
% c4: 504

@relation Synthetic_3_train

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_3 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_7 numeric
@attribute Dimension_8 numeric
@attribute Dimension_9 numeric
@attribute Dimension_10 numeric
@attribute Dimension_11 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_14 numeric
@attribute Dimension_15 numeric
@attribute Dimension_16 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute Dimension_19 numeric
@attribute Dimension_20 numeric
@attribute class {c1,c2,c3,c4}

@data
1.570839,1.899995,-3.602774,5.907562,0.659415,0.597926,2.28997,11.463085,1.930326,0.876287,5.786322,1.338834,0.756689,-0.677408,-3.991837,0.302768,1.32882,-0.094112,11.780699,-0.205331,c4
0.629278,2.557878,-0.219455,2.863279,0.160718,-0.385677,0.646992,0.985354,0.802741,-0.652444,2.749223,0.065083,0.508931,0.861382,0.711974,0.766707,-0.105925,-3.066362,2.939039,0.050432,c3
1.746721,0.951488,2.722112,-8.851245,2.136791,0.729956,3.964814,36.72301,1.613477,0.958939,7.990381,1.52782,0.089991,0.63285,-1.938415,0.780707,1.068266,0.89046,-17.068664,3.192384,c4
0.384565,-0.854482,-1.10369,-4.317222,0.43303,0.587621,5.656858,2.784123,0.775148,0.102385,0.065961,-0.434526,1.175176,-0.554345,0.330311,0.806774,0.291364,-0.683039,2.057045,0.841174,c1
0.098054,-0.53521,-0.232083,4.440324,-1.031051,0.889953,-0.579633,-3.259811,0.805444,0.427789,13.498506,1.779527,0.836696,-0.876415,-2.532688,0.850275,1.741414,0.505649,10.559886,5.799814,c4
-0.470885,2.322713,1.73847,3.608094,0.409452,0.329614,0.090671,-1.012147,0.262394,-0.839761,1.722173,-0.05266,0.094742,0.435385,1.5587,0.417078,0.238434,-2.711215,3.380442,0.465515,c3
1.681329,1.162404,-2.110603,-0.060184,1.618717,0.872718,-0.040124,-3.771692,1.702082,0.345272,7.323103,1.619954,0.797916,-1.173182,-3.634257,0.256302,2.339091,4.704449,-0.643679,3.897967,c4
-0.230157,1.090064,1.317294,3.4328,0.925917,-0.395916,1.068995,4.63549,0.568963,-0.598695,6.636898,-0.065067,-0.019636,2.027553,-0.619854,0.900821,-0.230377,-3.844248,-0.698892,0.206058,c3
0.321944,-0.230075,8.871804,-2.383853,0.666937,0.875458,7.535205,31.207107,1.028524,0.682841,-0.582661,-0.439565,0.79383,-0.474739,-0.656879,0.05984,1.034784,-0.509825,1.675299,-0.857523,c1
-0.232039,2.92401,-1.532449,-0.102349,2.539417,0.425821,0.400409,-0.481329,-0.106313,1.385278,2.641422,-0.119238,1.094843,3.888076,2.828014,0.226151,-3.067716,-1.589414,6.002963,0.348682,c2
0.550085,-0.437429,3.715409,-2.951904,0.243743,0.553606,-1.150038,6.986257,1.419137,0.948839,-2.557327,-0.638965,0.869333,-0.835668,-0.986206,0.69132,1.849754,-0.135113,0.303882,0.489232,c1
0.292045,2.720056,-4.646048,-1.947761,0.695241,0.727849,-8.345068,216.43261,0.703274,0.230855,-0.166973,-0.133055,1.009511,-0.573798,0.164865,0.860361,2.23336,-0.467696,-1.581591,2.048679,c1
0.597706,2.22202,-0.27085,3.444134,1.600508,0.866203,1.449877,4.775723,0.650888,1.253776,-6.217289,0.018167,0.108566,1.220938,1.118683,0.188649,-0.225832,-1.97892,3.192582,0.273236,c3
1.15196,2.036157,-1.077403,1.560052,2.705136,0.906787,1.890026,6.974583,1.762131,1.220506,3.429331,1.586343,0.938853,-1.319257,-3.279181,0.40666,0.845543,0.511712,3.523849,4.566517,c4
-0.454388,2.158561,-3.027752,4.266023,-0.393981,0.560152,-0.67315,-1.584088,0.377063,0.689152,-0.092516,0.056901,0.163814,2.062636,-2.51966,0.886051,-2.662499,-2.110508,-5.609635,0.836749,c3
0.982821,0.826968,0.268791,-0.97739,-0.771591,0.754021,-2.210313,2.99286,1.461063,0.996424,6.683813,1.62122,1.118772,-0.583542,-3.650467,0.861786,-1.495691,9.580174,-0.733395,1.417873,c4
0.764849,4.817988,0.34947,-0.946245,0.670208,0.057734,0.47992,1.700454,1.49623,0.868591,0.301184,-0.147898,0.990784,0.526715,-8.754892,0.358391,-0.982036,-1.949757,1.476423,1.346835,c2
1.144848,0.99439,-0.974527,5.109572,-0.331754,0.503093,-0.646455,-4.172792,1.559549,1.212722,-1.972875,1.862261,1.027474,-1.355745,-3.85728,0.7035,0.156743,-1.544437,9.577841,6.599482,c4
0.370337,-0.266801,9.861113,-3.30854,0.439337,0.966859,-3.838322,61.938107,1.161044,-0.021542,-0.115569,0.023031,0.871198,-0.237376,0.16267,0.240891,1.771683,0.935571,0.454151,1.280501,c1
1.466035,-0.570123,-1.167258,5.226402,2.362148,0.985272,-0.360264,-1.955323,1.136361,1.138072,7.224836,1.690858,0.468838,-1.226195,-5.401394,0.395406,1.305457,-1.657154,10.609201,3.744238,c4
0.831251,1.358454,1.044574,0.056598,0.036703,0.644882,1.732064,5.628043,1.118827,0.032028,1.489042,0.135902,0.024654,2.544931,-0.909627,0.060576,-0.451884,0.265701,-1.913891,0.28393,c3
0.04403,-0.164637,5.106372,-1.985937,0.053897,0.721056,2.681492,-18.182124,1.591779,0.065453,-2.328104,-0.403586,1.053545,0.021473,0.836224,0.840342,1.618094,-1.427984,-0.516931,2.04466,c1
0.156145,1.286912,6.848288,-2.477835,0.139579,0.913656,3.827872,-15.092355,0.958748,0.703033,0.551073,-0.2202,0.683692,-1.476076,-0.551855,0.324992,0.952852,-0.816164,1.880593,-0.235208,c1
2.372608,0.006313,6.654655,-3.507254,0.610911,0.624487,6.296712,9.297136,1.06089,0.933694,-0.315146,0.035021,0.895203,-0.248881,-0.876018,0.552011,1.105984,-1.623528,2.596312,1.88008,c1
1.57432,1.038319,-1.36694,-1.942287,0.079221,0.89074,10.477334,108.906348,1.420547,0.3424,-0.758128,0.504038,0.844649,1.185786,-1.680303,0.792589,1.770814,0.587339,0.394772,-0.614813,c1
0.598152,0.466631,-3.472863,3.875575,-0.852926,0.38805,0.212112,1.03729,1.473436,-0.64983,5.58328,0.273301,0.924595,1.2625,0.650106,0.317143,-0.160916,0.211113,0.663415,-0.774272,c3
0.600132,2.635299,4.489152,-2.839704,-0.025153,0.72893,-1.089927,-2.477026,1.188217,1.212958,9.108689,1.403114,1.043799,-3.118762,-6.79078,0.304086,-0.521148,-1.065358,-6.430055,2.934061,c4
-0.379454,2.473709,-1.055214,2.176476,1.810733,-0.293229,1.02177,4.133414,0.243471,-0.246328,3.352781,0.427212,0.52021,1.755073,-0.505398,0.957111,-1.298065,-2.219122,-0.954246,-1.402641,c3
1.090075,-0.391079,-3.208326,4.399316,-0.143035,0.733191,1.833412,6.758048,1.745957,0.939349,6.212276,1.530909,1.132307,-0.965259,-1.674633,0.105824,-0.823066,-0.67538,9.620595,4.762846,c4
0.410793,1.869455,-0.252382,-3.872571,-0.53015,0.725233,1.418536,2.410655,0.860628,1.477483,3.500518,1.203624,1.222852,-1.597556,-4.799614,0.247382,0.94132,-0.271426,-8.28,4.087195,c4
0.597703,0.688225,-10.888187,-4.770639,0.185956,0.580127,2.584279,-17.004361,0.562083,-0.197482,0.168447,0.182096,0.725496,0.7272,-3.445033,0.666121,0.767256,-0.59262,-0.552976,0.494289,c1
0.975148,2.449023,-3.57357,0.094538,1.235698,0.952922,0.591658,-0.996988,1.214726,2.061695,0.744973,0.993753,1.472541,-2.428442,-5.813657,0.934553,1.871836,0.861372,0.738003,3.544054,c4
0.353135,0.380867,-0.992092,5.36574,1.999621,0.79216,4.347377,42.310333,0.386186,1.473747,11.221436,0.947126,0.787226,-0.196677,-3.32029,0.577437,-1.366784,0.210091,12.647917,3.203274,c4
-0.208447,2.380504,-0.021784,0.554651,1.560764,1.302649,0.83363,0.468289,0.324543,0.991091,1.759338,0.00048,0.669118,1.937531,-3.416943,0.858817,-1.025571,-2.760255,3.947315,-1.290714,c2
0.001278,-0.348472,-0.88297,5.793808,-0.436261,0.930065,-1.471559,-3.481338,0.932706,1.244687,-0.788863,0.418998,0.384808,-1.380915,-3.973826,0.888956,-1.181179,-1.11265,12.765434,4.955566,c4
1.329828,-3.081211,-4.096451,-4.182965,0.65532,0.758364,1.666096,-15.604459,1.650216,0.289035,0.897684,0.406476,0.942144,-0.72871,-1.930933,0.816555,2.355576,0.370879,0.152235,3.199717,c1
1.136442,1.86092,-1.507725,15.811435,2.692672,0.760831,0.896753,-0.042782,1.796064,1.088017,3.405695,0.418056,1.468096,0.272646,-4.497657,0.547491,0.526255,-1.022748,30.355806,0.563592,c4
-0.541703,1.344675,0.195513,0.04211,-0.150374,0.429073,0.773725,1.526094,0.455223,0.645825,2.311195,-0.090307,1.139687,0.91653,-6.484982,0.166077,-3.599171,-2.793107,5.46739,32.271096,c2
0.223296,2.157985,-1.844444,-1.39761,2.451694,0.752971,1.081021,1.219737,0.985455,0.779573,-1.200484,-0.092024,0.607445,2.594164,0.718535,0.967628,-3.524225,-0.830754,-1.011056,1.642498,c2
0.933207,2.010656,-1.031802,-2.129688,0.130586,0.955244,1.001789,1.635511,1.125282,0.256996,-5.733645,-0.042495,0.782837,0.162306,-2.469252,0.468849,0.063014,-0.000168,-5.039437,4.469047,c4
-0.659606,3.345269,0.300306,-0.514138,1.831284,0.570347,1.437821,0.905791,0.17193,0.970803,1.428936,-0.075444,1.034587,0.671677,-7.295747,0.2437,0.603289,-0.379426,4.311963,-1.694037,c2
-0.374721,3.343393,-0.277586,4.082002,0.839534,0.250015,1.303097,3.318268,0.331575,-0.434165,6.918358,0.537462,0.468584,0.167669,3.470194,0.297001,-0.532002,-1.631447,8.18624,-1.287317,c3
0.426375,0.137157,8.501423,-2.685424,0.250103,0.982498,1.551624,-16.755535,0.987806,0.095887,0.666799,0.690711,0.697631,-0.039436,-0.110771,0.691792,0.383724,1.647957,2.859114,1.881025,c1
-1.039668,5.315992,1.659441,0.869403,2.333495,0.100428,0.195537,1.759701,-0.175525,0.876129,0.280293,-0.014437,0.596279,3.821157,1.150857,0.162013,0.940709,-0.757578,0.810019,-0.083887,c2
1.605609,0.91879,6.219334,-4.003672,-0.84172,0.818846,-0.573789,-2.201087,1.913473,0.710326,-1.934992,-0.253385,0.699922,-0.592779,-5.285048,0.212918,1.17359,-1.918023,-6.609267,2.788357,c4
0.396348,2.271328,4.077536,7.57816,1.42136,0.936743,1.452436,4.242375,1.085216,1.371212,4.160543,0.12322,0.547386,-0.61017,-3.599498,0.467471,1.19276,-0.848088,15.392505,1.67447,c4
0.914977,2.364353,0.098747,1.732183,0.482032,0.038449,-0.220093,-0.341158,0.915751,0.035281,2.778446,0.741036,1.416721,0.717529,0.999531,0.658939,-1.966894,-3.479462,2.272711,-0.42339,c3
0.696197,3.343772,1.486902,2.672695,-0.444303,0.286532,0.33572,-0.493385,1.530768,0.654967,0.135908,0.246637,1.337295,3.364056,1.893519,0.938319,0.547341,0.459967,1.350039,-1.293724,c2
0.91363,2.340754,-0.374334,-7.147499,1.343422,0.975294,1.884014,7.241592,1.266213,1.682024,4.925723,0.008248,0.627226,-1.895854,-4.158456,0.469911,-0.804333,-0.833449,-13.568433,5.898412,c4
0.072545,3.119941,-3.83158,2.860756,-0.098978,-0.107078,-0.77921,-2.401676,0.691549,1.102119,2.687201,0.921219,1.286552,0.349352,2.726423,0.608449,-2.148478,-2.651334,6.499506,-0.519782,c3
0.37656,4.737715,0.379617,-0.476467,1.721951,0.975682,-0.418475,0.652639,1.21659,1.22838,-1.112857,0.241714,1.174721,1.620953,-5.246719,0.073041,0.562516,0.090443,-2.679506,-0.851499,c2
0.271919,-0.276326,-2.879225,-5.39909,0.600745,0.95533,-0.693732,0.904982,1.740705,0.202155,0.765837,0.708623,0.456349,-2.031943,0.364164,0.646349,2.603322,2.405386,0.117702,0.125255,c1
0.426411,-0.646388,0.411398,-2.366288,0.07483,0.570867,-3.791117,61.939734,0.898632,-0.513805,-0.814497,1.325933,-0.626658,0.604298,-2.20641,0.498313,1.930453,1.458367,-0.964599,0.251908,c1
0.515872,-1.186029,-3.296101,-4.346278,0.21091,0.894968,-2.171564,23.864348,1.107562,-0.485281,1.06503,1.40336,-0.506406,0.536837,-0.684828,0.23267,2.160034,1.421932,-0.599758,3.573951,c1
0.853241,0.477167,0.476748,8.530835,-0.348023,0.951647,1.281487,4.365037,0.84979,0.661482,5.550216,-0.469273,0.93442,-2.646804,-4.927238,0.619521,1.501038,-1.970869,16.843867,2.461413,c4
1.153625,4.187569,0.515452,-0.58263,1.550844,0.370328,0.027755,-1.235581,1.43738,0.649099,-2.7878,0.556694,1.357384,3.076456,0.275988,0.398979,-2.651184,0.786686,-5.691502,4.692919,c2
0.957866,4.935008,-5.79265,2.694508,1.759823,-0.013889,0.195159,-1.387994,1.345886,0.619973,-0.27908,1.105989,0.721672,1.446654,0.564506,0.550334,-0.37891,0.073884,2.282594,-0.274027,c3
-0.075964,3.46938,-1.230178,0.732563,3.975578,1.325491,-0.263365,1.390344,0.088785,0.685226,-0.591418,0.602351,1.133013,3.410716,1.706351,0.863201,-2.156214,6.864656,-0.383723,-1.55976,c2
1.300949,5.035184,0.505223,-0.198883,-0.577718,1.306735,0.401172,0.609963,1.207244,1.416085,1.57846,0.735149,0.881729,3.108787,1.193571,0.517918,-1.92821,-0.797797,2.551315,5.06343,c2
-0.351641,-2.518573,-1.111706,-3.602183,0.402871,0.631763,-10.675948,326.331787,1.158123,-0.522627,-1.157474,1.359333,-0.871708,0.028838,-1.248199,0.347012,1.06562,-0.702025,-1.875472,1.505897,c1
1.009641,2.119343,0.596876,3.573973,1.854177,-0.182793,0.729006,2.101821,0.930888,0.82176,5.661048,1.312035,0.954752,1.853107,-1.676862,0.679667,-0.118236,-2.980468,-4.075579,0.241391,c3
0.261188,1.40155,-0.721562,-0.587142,1.736596,1.410642,1.028052,1.902806,0.303203,0.725347,5.817079,0.957381,1.018925,1.710069,-2.446759,0.361245,-3.208676,-0.686045,10.677394,1.885573,c2
1.325941,0.317329,0.679801,8.846452,1.664876,0.939943,-0.004814,-2.908077,1.254136,0.415802,7.075191,-0.200282,1.075855,0.457203,-3.621986,0.248832,0.649585,-1.506222,16.835282,1.138855,c4
0.174474,3.453344,-0.770704,-1.278975,1.629501,0.075237,0.770213,0.001045,1.107118,0.643796,-2.886479,1.222217,0.384532,2.464301,-1.997861,0.502945,-0.219337,8.127874,-4.198002,0.884513,c2
0.474571,0.560837,-0.416354,-2.579532,-0.024745,0.684282,0.147751,-2.572716,1.192722,0.471038,3.640945,-0.191326,0.716097,-0.722939,-5.602809,0.379682,0.763396,-1.39491,-4.878186,0.224739,c4
0.850138,0.891726,-0.877913,-2.981669,3.369844,0.957496,2.147432,11.162261,1.343349,1.067719,6.006595,-0.02763,0.822936,-2.705854,-6.110527,0.649485,1.182682,-0.460795,-7.708432,3.699915,c4
1.314909,0.017248,-5.101274,0.029535,0.22359,0.806312,-0.42518,-3.825832,1.403941,0.900777,-5.140061,-0.174889,0.726051,0.052418,-2.319044,0.861913,1.194082,-0.416753,-0.201156,2.046667,c4
-0.300555,2.782724,-2.531845,3.035577,0.27335,0.702853,0.714198,1.520955,0.539487,0.91918,1.86456,1.552707,0.60958,0.405319,3.750464,0.987976,-0.140272,-2.265828,8.445,1.220334,c3
-0.044296,3.064396,0.994747,-0.713155,0.964917,0.779469,0.519773,0.763495,0.371266,0.241555,2.927136,1.372963,1.018171,1.568559,-3.252508,0.277537,-2.636707,-0.314448,5.703622,-1.101575,c2
1.404089,2.860041,-0.466532,-1.790961,1.936614,1.226155,0.828484,0.849164,1.96632,0.631751,1.24394,1.574427,0.882766,1.821506,-4.755606,0.9344,1.299864,1.558675,3.747049,-0.654498,c2
0.210726,-0.990312,0.326358,-2.86742,0.671273,0.668324,-0.017016,-5.904727,1.206858,0.819572,1.483996,1.894281,-0.796634,1.78454,-2.931246,0.978767,1.68652,-0.502216,0.433493,1.740629,c1
0.766011,2.105022,-0.736441,2.073116,1.450373,-0.077625,1.110565,3.454221,1.620581,0.525189,-1.669334,1.651709,1.114663,1.701261,-0.28393,0.315386,-1.341794,-3.305206,-0.255489,0.286779,c3
-0.932979,3.318706,-0.122539,-0.974751,0.632278,1.38388,1.016904,3.692032,-0.444269,1.217107,1.173907,1.702611,0.012021,2.341882,-1.49374,0.656456,-1.932136,0.045817,1.546832,0.521519,c2
1.661079,-1.280965,5.952456,-4.266247,0.249353,0.579956,-3.872986,63.629222,1.199277,0.254179,-1.180349,1.30036,0.321592,-0.905489,-0.305969,0.84912,1.678846,-0.253354,1.176262,0.765554,c1
1.670547,0.968188,-5.454631,6.663816,1.423109,0.881928,-1.160664,-0.656843,1.175022,0.167124,6.640724,-0.034496,0.836457,-0.083481,-2.979986,0.437501,2.605742,-2.217533,13.732009,3.219675,c4
-0.146943,0.557793,-0.664178,1.461207,0.867456,0.334478,-0.11059,-0.669904,0.629033,0.333981,3.205356,1.765449,1.061824,2.020393,-1.105793,0.231173,-1.262848,-0.062484,-1.458698,-0.807066,c3
0.563951,-1.146336,-0.1182,-2.395291,0.347834,0.750166,-10.367703,312.06959,1.075278,0.775952,0.030131,1.71288,-0.387779,0.046804,-1.577799,0.258004,1.302046,4.246847,1.862227,1.268535,c1
1.21401,-0.210847,2.195928,-1.124536,0.762348,0.682978,4.276438,-11.365952,1.191124,0.433758,-0.176781,1.927092,-1.167831,1.358426,-1.725622,0.826357,2.274475,3.075626,0.272483,4.450208,c1
1.024163,1.735004,2.984837,4.874801,0.008127,0.826756,-4.330051,27.10119,1.063068,0.955235,3.858686,0.284656,1.170941,-0.57194,-4.360407,0.528511,-1.019281,-1.118614,10.985712,2.720526,c4
1.0098,1.229909,-0.743218,-2.379397,0.86044,0.822951,0.763427,-11.844386,0.805397,-0.41413,-0.651814,1.637864,-0.85513,0.641791,-2.348974,0.154828,2.150302,0.765502,-1.911727,1.813776,c1
0.892921,-0.06573,-3.61654,-3.141053,0.54102,0.941454,3.562897,-17.575532,0.995936,-0.419663,1.123966,1.811389,-1.14149,1.694757,-3.325733,0.438433,2.042402,2.682392,0.214896,0.887358,c1
0.73384,1.803519,-1.486755,-3.043506,-0.158722,0.709732,1.037044,1.278899,1.611413,0.734437,3.968791,0.379608,0.530428,-0.85444,-3.840875,0.339181,-1.121097,-2.045125,-7.060599,3.051835,c4
0.491534,0.281015,-1.533987,-2.845237,1.520846,0.920971,-1.129928,-2.638477,1.398737,1.238797,4.712736,0.707459,1.315819,-1.797526,-5.402297,0.099347,-0.763145,1.427398,-6.109617,4.01352,c4
-1.63375,2.7662,-0.83389,0.508469,-0.001738,0.745097,0.886028,0.794009,-0.422321,0.650765,0.342108,1.754951,0.52808,1.3463,-3.153708,0.536954,1.179632,-1.320946,3.419151,-2.91927,c2
0.104239,0.867663,1.054563,5.564694,0.034703,0.900653,1.314595,3.157763,0.579439,0.814144,6.695034,0.906951,0.489796,-1.517934,-5.258715,0.264426,-1.354417,-0.210255,12.043314,5.05199,c4
-0.362056,1.648201,-0.523263,0.202953,1.982734,0.697949,0.958987,2.501463,-0.295148,1.755232,0.77928,1.779616,0.408531,3.778556,2.6111,0.696129,-1.152183,4.947258,2.103093,-2.375478,c2
0.113016,-0.357415,-5.102147,-3.585532,0.493652,0.809974,6.164545,10.153291,1.49238,0.521595,-0.778624,1.672777,-0.71886,0.257665,-2.181873,0.408528,1.212198,0.271757,1.675225,-2.126937,c1
0.764354,3.756775,-0.408862,0.236852,2.502249,0.070429,0.112186,0.454011,1.658992,1.186175,3.815556,1.820286,0.141189,3.513095,2.524546,0.544561,1.134668,0.046616,7.585847,1.841816,c2
0.424515,3.904649,0.803954,2.498564,1.596612,-0.31181,1.564819,4.568126,0.993873,-0.125134,-0.784048,1.849271,0.56693,1.317636,0.959907,0.558501,-2.681915,-1.141734,1.866056,-0.372037,c3
-0.334132,-0.330336,-8.039777,-3.345078,0.37598,0.750709,3.889561,-15.753287,1.593111,0.20336,0.157335,0.916074,-0.170987,1.110739,-2.323319,0.964689,2.248696,-1.525221,0.945017,0.712286,c1
-0.166609,2.027239,0.289133,1.108088,0.810735,0.649695,1.0897,3.863361,0.814054,1.010013,2.915255,1.907448,-0.026942,3.388738,-0.79731,0.901047,-2.469051,-2.072884,6.728178,0.794716,c2
-1.461122,2.666649,0.399929,-0.888022,0.86689,0.151179,0.862275,1.404309,-0.977521,1.135182,-2.091939,1.628225,0.20812,0.594394,-5.722946,0.754998,-0.509343,-0.750218,-5.601964,1.016489,c2
-0.656287,3.808493,-0.812977,1.134493,2.34578,0.604828,0.942168,-0.285139,-0.23801,1.081686,-1.312976,1.686424,0.616284,2.080465,-4.579234,0.287887,-1.757317,-1.370682,-3.426788,0.200831,c2
-0.063293,2.170078,0.015492,-0.2118,2.321264,1.013003,1.071876,0.785588,0.113998,0.331519,1.154841,1.70699,0.214655,0.849968,-7.658818,0.561854,-1.082808,1.402033,3.715948,-1.163945,c2
0.080454,3.362358,-1.861613,1.783433,3.4315,0.989427,0.364873,1.436605,0.523996,0.790952,1.895274,1.521879,0.665925,0.12625,-8.498218,0.462241,0.628043,-2.286384,2.494397,-59.080086,c2
1.578989,-0.031602,7.926351,7.810768,1.192476,0.864033,-0.430363,-3.970776,1.309008,1.893481,2.018306,0.966672,1.081368,-1.45783,-5.397425,0.571474,-0.738836,0.267349,16.728528,2.117893,c4
-0.161304,2.179663,-0.19696,0.780401,2.500538,1.454385,1.114912,4.489797,0.654571,0.822768,1.487885,1.277605,0.785361,0.937571,-7.511747,0.605303,0.985419,0.247464,2.755695,2.927328,c2
-0.222884,3.179341,2.360501,-1.964433,1.962975,0.419947,0.985678,2.11504,-0.053847,1.179113,-1.761334,0.933145,1.206435,2.912778,0.126343,0.909997,-0.591355,-0.376575,-2.86602,9.031084,c2
0.189896,2.126916,-4.258111,1.715024,0.749958,0.577476,1.10596,1.534095,0.698682,-1.453004,4.035704,1.895521,0.805975,0.904251,0.278881,0.600005,0.23615,-1.16169,0.546305,0.809929,c3
-0.046644,2.12582,-1.863835,-1.618707,1.363302,1.333145,-0.131242,1.732877,0.287655,1.072364,-2.506221,0.789668,1.465074,2.830475,-1.413423,0.374901,-0.657988,-1.24484,-4.637747,-558.34125,c2
0.452346,1.588652,1.757608,-1.948367,1.032475,0.604463,0.064235,0.344594,0.63396,0.498529,2.765083,0.664961,1.070509,1.332504,-5.209512,0.476293,-0.927145,-0.893739,4.202778,-1.92773,c2
-0.374856,4.679639,1.461994,2.07295,-0.824874,0.493143,0.399276,1.586815,0.199829,0.358372,1.086926,0.560895,0.674812,1.337482,-3.97696,0.363033,-1.355816,-1.239651,2.114291,1.071866,c2
-0.550761,3.04635,1.430879,-1.359655,2.500474,0.470173,-0.109184,2.065145,-0.474431,0.589635,0.768038,0.339267,0.933665,2.140064,-4.771692,0.300542,1.505575,1.975501,2.283458,-1.085098,c2
0.178159,2.534274,1.168756,4.028691,2.586738,-0.052213,-0.581161,-1.945127,1.129225,-1.122944,6.967198,1.999629,0.483925,1.211803,-0.412286,0.622443,-0.467269,-2.628972,-1.430859,-1.124663,c3
0.907341,1.20553,-1.727757,5.281895,0.936128,0.484494,-0.259774,-0.781871,0.910547,-0.51348,1.454109,1.882954,0.747275,2.717098,-3.670519,0.657277,0.399374,-1.907215,-6.716535,-1.388154,c3
1.004938,2.517531,0.205035,1.15856,0.26223,0.117345,3.460428,17.145498,1.377349,-0.882734,3.591332,1.894472,0.632794,2.659535,-2.388548,0.336865,-0.965724,-1.897805,-5.392771,1.038824,c3
-1.632763,1.523532,0.65596,0.628215,1.318638,0.039442,1.402718,2.491783,-0.003131,0.863339,3.056796,-0.001495,0.266285,0.712701,-6.520705,0.610676,0.019948,-1.095259,6.418944,1.591428,c2
0.404066,1.051593,3.71571,-8.770428,-0.198811,0.94648,1.718756,4.660804,1.289043,1.291184,3.64179,0.872645,0.601708,-0.236944,-5.36551,0.65731,0.42083,0.346472,-18.300406,3.46243,c4
-0.079077,2.808495,3.589961,1.575106,-0.324007,0.783689,-1.819264,-2.086186,0.286399,-0.004008,8.049921,1.812207,0.283063,2.171573,0.523585,0.005406,0.124588,-1.692363,1.005718,0.035679,c3
0.460503,0.429125,4.579013,-2.422565,0.481047,0.864151,-3.387344,51.61043,1.712532,0.014444,1.246736,0.757601,0.711535,1.528019,-2.830584,0.434064,0.595889,-0.572267,0.126822,2.595,c1
-0.563261,4.526867,0.492654,-2.713763,1.367662,0.328129,-0.077011,-0.264828,-0.334654,1.450789,-0.714391,-0.04925,0.998696,2.10699,-3.150896,0.041393,0.84355,-1.730544,-1.395155,39.783683,c2
0.258045,2.184695,-0.337183,5.253364,2.955708,0.371977,0.58128,1.256428,0.423758,0.497013,4.718623,1.69984,1.194552,1.113211,1.049427,0.665495,-1.750701,-1.574519,0.739207,1.768312,c3
0.821547,3.683883,-1.750118,1.015355,2.920768,0.902642,0.628567,2.045702,1.230189,0.716577,1.508068,0.023344,0.516992,1.657206,-4.446578,0.816455,-0.311164,0.251584,3.80883,1.135641,c2
0.016966,3.075134,-3.150295,2.905665,1.36584,-0.342763,-0.27221,-1.263015,0.173924,-0.186451,4.093416,1.458362,0.708743,2.436356,-2.091504,0.739893,-0.475251,-2.282842,-4.75903,0.067732,c3
-0.28408,3.040707,-0.713149,0.538716,1.696459,0.288639,1.116105,3.131837,0.707369,0.792224,-0.764755,-0.152531,0.373166,2.064295,-1.521697,0.47895,1.416916,-2.149325,-0.513851,-3.429272,c2
0.692274,0.118467,1.252802,-6.352858,-1.144052,0.886408,0.831067,-1.817613,1.120094,1.439417,7.722425,1.027817,1.38128,-1.622027,-4.976189,0.28226,2.163281,6.237392,-13.238289,-0.471076,c4
-0.238593,1.718581,2.032852,1.772258,-0.737551,0.197138,-1.031702,-0.728872,-0.196524,-0.589518,0.400966,1.350094,1.401633,-1.845331,6.17398,0.766926,-0.346941,-2.283242,12.542054,1.769634,c3
0.733333,1.347582,0.826397,-1.616372,2.981491,0.716412,-0.374054,0.219029,1.433936,1.548509,1.040129,-0.235222,0.998357,2.231579,-2.481436,0.586524,-0.606289,-1.830538,3.446355,0.745279,c2
1.356498,0.015703,1.768256,-2.61239,-0.247329,0.533444,-0.774637,-3.140332,1.911327,1.424308,5.067236,1.662332,0.728026,-0.873914,-3.852932,0.441607,-0.423641,-0.920566,-4.218558,0.691085,c4
-0.00692,2.612259,1.087261,-0.248708,0.603123,0.218933,0.728651,1.640523,0.24596,0.992644,-0.674169,-0.254568,0.751124,3.338164,0.874368,0.572889,-2.155871,-0.18298,-2.130173,-1.116946,c2
-0.14212,0.283309,-0.331981,4.19672,0.760664,-0.008708,1.199418,4.857854,-0.097054,-0.228008,0.864525,1.181181,1.297599,0.259049,2.567067,0.426325,-2.385474,-3.114154,6.481636,0.824432,c3
0.87677,0.717054,-1.179499,-6.920492,-2.069136,0.585864,-1.386113,-3.465181,1.704387,1.063572,6.472085,1.6563,0.834193,-0.068464,-2.816715,0.986561,0.235659,-1.864035,-11.961259,2.144925,c4
1.378738,0.977156,-2.411927,-14.944337,-0.034507,0.590504,-0.382404,-4.008543,1.584775,1.200702,4.478986,1.530937,0.552306,-1.36209,-3.027646,0.757326,-1.266184,6.622387,-29.620065,3.509618,c4
1.186243,2.241753,1.362578,-12.529086,0.155995,0.515274,-3.557128,14.202053,1.872238,2.166766,4.052798,1.883624,0.72849,-2.175228,-5.934543,0.2363,1.187843,-0.905382,-26.456828,1.588524,c4
