1,90.98568649622513,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:EUCLIDEAN,DBCLASD_PTS - 8.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 3.0],}
101,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
102,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
103,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
104,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
105,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
106,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
107,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
108,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
109,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
110,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
111,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
112,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
113,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
114,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
115,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
116,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
117,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
118,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
119,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
120,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
121,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
122,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
123,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
124,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
125,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
126,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
127,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
128,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
129,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
130,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
131,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
132,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
133,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
134,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
135,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
136,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
137,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
138,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
139,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
140,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
141,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
142,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
143,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
144,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
145,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
146,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
147,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
148,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
149,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
150,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
151,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
152,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
153,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
154,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
155,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
156,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
157,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
158,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
159,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
160,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
161,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
162,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
163,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
164,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
165,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
166,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
167,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
168,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
169,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
170,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
171,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
172,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
173,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
174,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
175,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
176,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
177,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
178,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
179,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
180,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
181,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
182,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
183,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
184,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
185,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
186,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
187,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
188,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
189,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
190,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
191,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
192,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
193,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
194,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
195,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
196,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
197,94.6552347464606,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 7.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 10.0,DESCRY_K - 3.7777777],}
198,95.5264112321278,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 30.0,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 1.6666667],}
199,95.5264112321278,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 30.0,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 1.6666667],}
200,95.5264112321278,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 30.0,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 1.6666667],}
201,95.5264112321278,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 30.0,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_SIGMA - 8.0,DENCLUE_EPSILON - 1.6666667],}
