1,93.19971338051349,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_K - 5.5555553,DESCRY_DENSITY - 4.0],}
2,93.19971338051349,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_K - 5.5555553,DESCRY_DENSITY - 4.0],}
3,93.19971338051349,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_K - 5.5555553,DESCRY_DENSITY - 4.0],}
4,93.19971338051349,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_K - 5.5555553,DESCRY_DENSITY - 4.0],}
5,93.19971338051349,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_K - 5.5555553,DESCRY_DENSITY - 4.0],}
82,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
83,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
84,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
85,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
86,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
87,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
88,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
89,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 3.0,DBSCAN_MAX_DIST - 5.666667],}
90,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 3.0,DBSCAN_MAX_DIST - 5.666667],}
91,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
92,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
93,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
94,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
95,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
96,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
97,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
98,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
99,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
100,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
101,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
102,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
103,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
104,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
105,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
106,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
107,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 3.3333335,DBSCAN_MAX_DIST - 4.888889],}
108,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
109,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
110,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
111,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
112,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
113,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
114,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
115,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
116,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
117,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
118,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 4.111111],}
119,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
120,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
121,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
122,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
123,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
124,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
125,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
126,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
127,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
128,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
129,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
130,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
131,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
132,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
133,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
134,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
135,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
136,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
137,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
138,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
139,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
140,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
141,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
142,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
143,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
144,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
145,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
146,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
147,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
148,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
149,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
150,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
151,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
152,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
153,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
154,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
155,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
156,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
157,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
158,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
159,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
160,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
161,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
162,99.74484519458295,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 5.0,DBSCAN_MAX_DIST - 7.2222223],}
