Attribute1,Attribute2,Attribute3,Attribute4,Cluster
46.502391,26.332729,50.774911,58.654019,C1
32.504947,34.612532,62.959428,58.654019,C1
37.207518,56.440436,52.451726,63.55249,C1
38.988927,57.01026,39.046525,31.355604,C1
41.561047,25.598249,41.692855,39.069294,C1
39.681992,28.535569,48.241764,20.825683,C1
63.762326,72.66902,54.049114,48.312671,C1
48.880502,26.172472,49.414748,62.713501,C1
44.501816,32.974885,46.328277,33.178387,C1
49.585585,61.420301,44.369185,30.497361,C1
19.227651,22.703709,63.245174,54.680838,C1
55.656854,52.092404,53.100617,41.72044,C1
46.396414,39.636899,35.671391,16.980731,C1
45.667193,21.609234,39.5135,56.172313,C1
61.839702,62.898989,65.769774,42.347642,C1
63.107897,57.291657,55.123917,60.324247,C1
48.066685,54.338058,49.463101,44.736896,C1
39.705513,34.143742,55.612043,46.407125,C1
39.161353,48.293365,41.621288,36.084327,C1
40.683223,52.804534,54.242075,62.713501,C1
20.479486,42.792966,62.485951,58.654019,C1
29.722798,33.281231,65.012629,44.736896,C1
31.880647,36.349975,54.186532,54.680838,C1
45.793357,22.904309,60.148496,41.72044,C1
35.942834,39.731679,60.19871,43.366178,C1
42.175569,33.322858,37.312507,34.898876,C1
44.855742,42.460723,44.258852,39.943012,C1
37.999828,30.996721,36.480494,27.963763,C1
49.158503,45.550149,38.476223,44.345762,C1
11.163042,25.344295,52.200657,50.380306,C1
46.733274,44.998425,59.701416,44.736896,C1
37.635922,20.337381,35.445496,51.098615,C1
39.081363,18.77829,39.876644,45.886086,C1
17.855755,9.217913,54.328374,44.736896,C1
43.241713,47.933005,60.180424,56.748472,C1
44.888425,45.422667,33.725876,32.470229,C1
37.626924,24.443712,53.431582,41.508654,C1
42.561561,61.385816,43.37996,48.544418,C1
42.661032,58.186467,55.904275,54.680838,C1
42.067577,56.346354,55.109822,54.680838,C1
44.097765,49.312842,62.681074,50.380306,C1
39.95891,17.552244,61.581181,56.748472,C1
46.093092,22.251675,36.156115,47.224169,C1
47.820071,28.497995,49.000937,28.691563,C1
45.670087,22.454448,42.558472,59.714041,C1
32.189934,40.941628,61.021622,50.380306,C1
40.101762,41.453982,33.098405,31.150553,C1
28.758239,23.436861,65.002874,61.694966,C1
43.397149,51.486406,39.365188,35.749261,C1
40.899608,53.878992,48.807004,48.598668,C1
41.78945,19.856482,41.251121,20.8428,C1
46.89971,54.756392,37.08088,42.682995,C1
47.066095,51.69862,42.543807,40.491298,C1
23.134301,20.988516,54.107205,61.694966,C1
41.570737,34.729293,54.022264,46.407125,C1
30.772381,32.194428,52.877772,58.654019,C1
41.040245,24.920716,48.384578,39.423913,C1
39.343193,40.450428,37.058924,19.818412,C1
42.765877,39.802892,47.860065,12.503958,C1
49.158805,36.920182,46.491505,38.452816,C1
40.401447,37.138417,37.366844,39.729981,C1
29.176273,27.096977,59.497175,62.713501,C1
41.105284,33.062697,35.56007,12.002615,C1
39.584899,16.99818,47.31011,41.967386,C1
40.947959,18.549306,44.446551,38.070444,C1
26.043419,20.722441,54.502698,63.340704,C1
44.11887,55.438242,54.879552,43.366178,C1
38.680143,50.704591,46.132416,34.481255,C1
40.004644,27.920307,39.00511,51.234681,C1
64.923827,57.127552,50.092936,61.694966,C1
45.838864,26.119357,41.537018,16.977545,C1
37.201855,40.98795,36.58553,33.762373,C1
39.197862,38.094443,33.759815,37.335976,C1
54.89261,60.811249,53.10722,44.736896,C1
46.639101,60.516897,40.768844,43.073634,C1
37.374873,28.62726,45.296682,36.773109,C1
32.722843,32.624962,50.479897,44.736896,C1
46.656116,23.823389,49.703209,41.508654,C1
37.913055,52.333641,35.389316,28.183728,C1
58.413897,35.776113,50.302389,46.407125,C1
38.81708,37.96975,54.830478,60.324247,C1
46.145156,42.075326,33.133333,37.057783,C1
32.358409,51.70946,65.137996,50.380306,C1
40.528932,30.389646,63.006642,60.324247,C1
47.520738,53.483064,57.883211,43.366178,C1
28.799241,9.077984,57.398722,52.530572,C1
43.270822,40.044166,42.378568,33.47825,C1
30.117965,46.806972,55.298995,61.694966,C1
40.759135,31.437175,40.367083,47.133491,C1
45.767734,30.726971,33.619197,42.726664,C1
43.860828,62.60956,36.174602,44.793097,C1
39.223258,37.487132,34.571884,46.194336,C1
40.626931,38.385515,34.823087,45.520632,C1
44.477251,48.194345,34.039326,50.943537,C1
39.402216,31.7995,44.773359,57.661021,C1
26.488636,40.656615,58.08229,56.748472,C1
21.681535,18.674705,57.182548,60.324247,C1
46.766876,56.065552,41.614701,39.868978,C1
45.248895,35.834384,51.038064,61.694966,C1
39.822288,48.090406,38.491559,34.710103,C1
41.758605,19.504929,61.347744,60.324247,C1
43.538805,31.196411,33.869176,40.650509,C1
60.146023,63.30598,52.481241,43.366178,C1
47.083601,30.945177,35.860313,39.584921,C1
46.579814,36.34767,33.008285,33.733352,C1
48.339262,58.389697,33.470013,35.919428,C1
43.103732,50.545986,34.230477,51.071049,C1
46.943984,40.933993,59.263637,60.324247,C1
52.06591,29.562675,57.817042,61.694966,C1
39.952416,56.783004,32.952909,46.933653,C1
42.603582,33.35252,37.420443,35.697998,C1
36.917449,35.388117,53.104354,44.736896,C1
33.421382,13.383744,50.451153,54.680838,C1
46.488296,51.981097,38.500308,11.378532,C1
49.382162,30.709332,43.035671,33.35519,C1
55.749895,41.368981,55.552025,54.680838,C1
37.561419,47.055994,55.622669,54.680838,C1
32.96071,54.750892,56.073772,52.530572,C1
46.706167,54.129045,33.929882,33.129196,C1
30.883468,45.575075,58.217076,48.312671,C1
39.189707,47.056191,48.332789,35.325512,C1
24.619913,8.320678,54.234097,44.736896,C1
39.785251,27.009701,43.327484,40.538152,C1
27.543152,40.391037,57.96785,46.407125,C1
32.314097,39.42588,60.160195,43.366178,C1
23.014001,41.05871,61.154079,61.694966,C1
29.522119,21.203418,49.256984,58.654019,C1
45.832911,36.788196,46.919881,18.972502,C1
45.02589,29.60425,45.97916,57.63469,C1
59.577499,35.645299,64.748655,46.407125,C1
48.803067,59.53588,47.543681,31.060834,C1
46.334496,40.363633,61.638367,62.713501,C1
40.036823,45.655182,42.013294,33.558798,C1
39.300643,47.781628,40.437259,27.372702,C1
44.136929,40.571509,60.182436,42.347642,C1
33.764132,33.7091,60.739027,58.654019,C1
38.057869,16.772545,48.902185,44.198795,C1
30.953151,15.303235,63.805386,43.366178,C1
30.917938,10.108694,55.232423,50.380306,C1
40.760721,53.176921,35.61682,53.510663,C1
35.860416,43.09877,54.653758,63.55249,C1
35.166042,46.531541,57.616488,52.530572,C1
42.112719,59.778753,62.600876,58.654019,C1
49.308024,56.746657,45.026691,53.828866,C1
43.714214,38.440303,33.980464,39.801006,C1
26.525195,49.790236,64.420857,63.340704,C1
58.840689,47.166684,63.610146,52.530572,C1
38.379326,57.031169,56.823811,50.380306,C1
37.979717,45.706295,46.816286,29.808072,C1
40.801811,36.809759,51.818288,46.407125,C1
48.384391,56.805941,56.239045,41.72044,C1
39.336774,31.310728,35.593121,39.369917,C1
33.093041,27.53158,54.625215,61.694966,C1
48.262167,46.691014,58.221417,56.748472,C1
45.475386,33.827654,54.01489,42.347642,C1
47.222274,58.187321,54.95442,63.340704,C1
45.873988,23.108129,36.63918,52.506742,C1
28.36004,32.378947,57.169709,60.324247,C1
45.73081,42.78231,37.978527,47.150134,C1
24.85549,14.260354,61.023047,52.530572,C1
49.580035,62.89042,50.157999,50.380306,C1
49.288404,32.31352,35.438172,36.523121,C1
45.399033,37.619729,36.371367,25.553634,C1
43.240366,23.863802,32.948333,54.057427,C1
20.85239,36.833416,63.01291,63.55249,C1
45.037619,44.254545,40.675456,47.944539,C1
45.852254,34.494244,36.388664,44.568669,C1
85.205012,78.745731,38.78178,72.194313,C2
78.429489,84.774661,42.855682,57.280941,C2
98.569635,66.390897,55.128476,59.8962,C2
80.723394,79.148612,53.177178,60.270372,C2
69.305495,47.138092,65.659156,62.713501,C2
85.266929,60.603217,58.531331,55.828837,C2
85.44113,81.85616,45.841877,78.691778,C2
81.69344,75.865713,62.309113,63.955528,C2
73.43004,49.697401,57.382029,41.72044,C2
79.925233,68.214494,55.725309,69.61848,C2
82.649429,56.954995,59.825526,58.045697,C2
75.402865,47.648268,31.292267,68.767114,C2
85.763254,87.865124,34.437349,71.576193,C2
99.692978,79.360865,61.992076,70.780829,C2
89.407105,67.905689,30.843628,64.14904,C2
77.924356,70.835187,37.8812,63.055534,C2
98.546278,73.887958,62.723561,79.39685,C2
96.746684,78.166144,43.257543,71.274721,C2
89.373667,92.463388,68.255071,74.907082,C2
98.096216,78.139158,43.535814,55.080955,C2
82.990619,70.014048,55.753466,72.366652,C2
99.687441,79.427282,76.207921,90.075964,C2
99.634962,77.575107,17.894893,64.461908,C2
76.381771,55.947184,38.549499,60.771373,C2
96.592594,81.061848,59.183507,84.604023,C2
91.621234,62.380715,66.847761,61.953981,C2
92.729588,82.426221,38.100642,48.280002,C2
86.488787,74.172988,31.365426,63.838839,C2
78.685719,49.033926,13.302511,73.960972,C2
80.519908,62.190999,71.510503,69.641989,C2
75.216357,55.151983,55.652787,52.027697,C2
90.294682,75.725031,50.178648,58.902199,C2
99.917317,84.980483,60.945397,58.618914,C2
78.031202,72.186851,25.197092,43.10099,C2
75.665538,79.610038,43.970274,51.91319,C2
84.595637,79.820242,63.669511,59.348356,C2
87.466107,61.276202,45.766137,67.329911,C2
95.207585,79.634688,70.070242,71.073307,C2
77.536853,60.40468,54.100283,61.315625,C2
81.711801,51.346614,47.233868,50.184336,C2
84.108009,89.640673,67.364598,82.42931,C2
85.135757,50.158454,74.239109,86.245583,C2
96.606148,75.940539,10.013727,82.587651,C2
80.887061,45.630349,41.417064,62.156211,C2
87.107324,52.474041,13.363183,61.16835,C2
85.587543,82.29565,57.310764,61.077165,C2
97.96284,65.873726,67.972912,63.954988,C2
79.736358,62.726745,52.171377,76.156714,C2
92.072202,76.336349,39.168121,56.092161,C2
77.675892,67.292444,8.864492,72.622338,C2
90.357884,57.222787,39.717858,79.938467,C2
95.435976,56.555247,34.267584,69.295427,C2
95.790519,70.526222,55.945807,79.748295,C2
84.360035,89.364647,10.799767,74.815237,C2
93.645683,88.536962,62.506046,75.916767,C2
84.368517,80.316664,42.400591,99.439569,C2
87.267718,70.240678,34.982276,83.941892,C2
94.595958,91.478575,30.815739,45.179415,C2
75.490243,72.22136,21.910453,72.42132,C2
97.431404,80.109503,52.802955,72.773129,C2
78.953148,46.716088,56.71083,65.406332,C2
94.032971,68.749245,48.740097,71.645234,C2
96.160402,65.501881,17.234924,71.475728,C2
82.369666,81.42338,59.181998,66.080102,C2
85.99795,75.96814,58.287016,80.047584,C2
76.26818,73.113596,31.225293,78.189266,C2
80.35677,53.516175,54.672127,82.882113,C2
84.190503,77.164804,56.068275,81.65232,C2
78.5088,58.141337,62.301705,77.368916,C2
82.984112,61.904905,60.947643,63.826825,C2
75.674788,78.319043,59.151243,70.97153,C2
77.302635,81.437823,60.011498,69.049749,C2
77.674608,47.925541,61.894162,70.359042,C2
97.09477,88.87089,59.303225,48.337063,C2
88.4301,67.857134,17.70448,55.461652,C2
87.940408,61.967361,62.887041,83.168473,C2
89.347566,83.236869,49.089465,74.449585,C2
94.151609,79.472754,56.24,72.013631,C2
79.382407,52.542263,49.576686,76.589788,C2
88.816633,88.177248,25.620122,48.847862,C2
96.211271,94.266373,51.461915,57.123383,C2
78.72263,75.125869,48.250998,55.696177,C2
98.631163,86.903972,63.300047,61.681707,C2
97.173791,86.008982,48.781226,89.278892,C2
92.599624,56.267283,69.348696,88.367413,C2
81.538129,71.086699,71.880821,59.901391,C2
82.588203,86.13005,94.541095,90.33736,C2
96.10523,83.271986,44.227829,82.415907,C2
76.589951,80.217765,54.057679,73.963606,C2
86.25243,86.301789,45.740678,70.607278,C2
81.654024,63.948485,67.111669,67.642944,C2
85.32993,57.662574,62.055497,46.511734,C2
93.44664,87.507474,42.434765,72.280207,C2
85.127098,67.013158,68.845267,70.864463,C2
80.735048,81.677423,51.819596,71.026849,C2
83.50942,57.054786,60.613744,64.757472,C2
76.68839,71.292475,47.865311,64.386893,C2
95.59617,72.693961,42.120526,54.410624,C2
86.719796,65.668519,77.233482,55.75683,C2
88.043151,57.873935,10.383391,81.25563,C2
97.612942,81.781837,80.91672,55.446277,C2
75.776235,79.762441,39.985821,70.701328,C2
93.883941,92.66145,95.504995,68.203783,C2
89.203469,88.988534,40.826432,49.965132,C2
89.08765,94.150628,64.837802,81.644671,C2
90.78518,60.820108,66.116745,76.779265,C2
93.443783,96.19088,64.798986,58.551283,C2
92.057767,82.503003,24.107775,80.70061,C2
82.990103,62.08296,37.613287,73.780631,C2
91.514526,59.933923,62.619094,67.336391,C2
91.766451,62.034665,23.458533,57.41391,C2
92.705086,90.453902,28.582751,70.81611,C2
95.954085,89.282995,59.105085,67.62564,C2
94.866886,74.432025,38.840843,72.435483,C2
77.757983,61.008701,60.748044,79.239159,C2
92.651449,80.735763,46.488924,69.192383,C2
91.322644,75.148637,72.368914,56.213976,C2
85.17224,79.876183,71.205969,76.460512,C2
82.132062,86.211875,60.995041,54.994279,C2
82.14836,52.004564,38.275167,63.381121,C2
97.745914,81.510564,41.608718,90.939587,C2
75.10673,52.925389,46.057163,54.317577,C2
90.071388,87.224358,39.785267,80.968156,C2
99.227172,60.756576,54.659155,73.779166,C2
83.993499,87.885784,38.826094,68.451038,C2
91.993962,61.056336,23.957017,65.839273,C2
82.211524,48.990467,33.087762,50.532078,C2
75.993803,58.784499,44.276233,58.11691,C2
81.371266,53.994831,59.693974,76.697351,C2
90.185332,69.525624,39.539796,67.214754,C2
99.02078,72.441344,69.551009,65.252918,C2
77.188578,59.631436,40.820834,89.560546,C2
75.165489,48.860822,77.278718,70.480074,C2
83.781707,69.561907,25.94155,60.967806,C2
83.340706,58.087851,78.994803,64.482806,C2
97.725615,95.351951,35.198852,61.406655,C2
84.094329,57.808552,42.146957,81.332199,C2
99.958042,74.420831,34.59865,82.805135,C2
95.865248,96.563208,41.624707,52.207001,C2
85.92468,91.947628,69.484488,72.252476,C2
89.915599,76.481673,75.394344,55.30114,C2
79.803235,66.957372,35.494906,76.027879,C2
83.86108,62.589506,54.490127,82.945775,C2
82.727229,51.948767,38.20417,63.489544,C2
78.813783,75.952125,39.247782,80.591527,C2
84.028283,60.551404,61.090826,72.002675,C2
97.741182,91.587388,47.351341,65.117305,C2
79.485616,70.153645,25.887783,62.7027,C2
98.648769,71.759756,65.220121,60.809068,C2
86.091884,62.756741,47.722916,85.310759,C2
96.388089,64.302728,52.476297,76.98057,C2
98.319736,67.37431,35.186684,53.254172,C2
80.473873,54.830162,33.755927,63.207614,C2
93.789579,55.838491,28.492363,56.438569,C2
82.963599,56.460426,68.483497,62.606357,C2
76.750572,65.068101,64.32177,66.535881,C2
85.522869,78.757846,49.063788,69.083608,C2
93.163227,94.327832,47.401638,52.944059,C2
98.00237,74.769276,75.484397,61.484018,C2
90.536414,52.335993,54.603712,75.320989,C2
76.622622,56.374718,28.85224,58.312648,C2
79.683829,59.777093,26.239883,63.380647,C2
79.914334,86.879837,57.077528,71.232331,C2
82.133245,84.777936,50.290238,57.947117,C2
93.886911,80.353365,47.740112,50.858525,C2
76.068004,66.16407,44.05845,69.141682,C2
87.064359,90.525312,52.609826,63.489963,C2
84.85836,78.919212,38.099888,81.511824,C2
99.683967,100,18.257552,62.363214,C2
76.878171,55.085799,76.204787,83.172154,C2
77.014088,73.196287,41.418338,98.105487,C2
82.759069,67.119409,38.308537,47.604667,C2
91.858774,86.978628,86.326266,58.277984,C2
94.937991,57.203941,55.997479,62.537845,C2
94.409361,72.707902,13.913306,58.039558,C2
84.223111,69.113939,57.291992,83.424876,C2
92.98885,75.251471,64.209694,72.756816,C2
79.289594,87.210305,56.321874,84.903543,C2
80.910255,51.907802,44.450372,66.411642,C2
96.299239,84.984064,35.832458,69.484596,C2
77.245852,47.594238,42.918131,55.023156,C2
78.170555,79.161335,55.576126,74.88171,C2
97.459557,80.169736,21.136464,49.626374,C2
81.328427,53.540761,72.222831,77.307744,C2
88.012431,59.361093,49.784362,59.690707,C2
89.041991,55.466841,58.038495,77.224132,C2
87.786721,73.753854,65.982831,70.929052,C2
93.328115,93.608512,41.81559,75.141464,C2
84.089018,57.61563,62.368461,72.308235,C2
90.833393,88.936576,30.926324,68.031588,C2
97.41371,94.483103,47.885155,73.528924,C2
98.920641,94.193047,86.807989,71.715862,C2
76.550686,71.481702,42.940657,68.262012,C2
75.378954,54.872415,49.021586,65.514248,C2
78.392855,74.467604,67.295479,78.278941,C2
97.577264,82.662654,57.372844,67.386321,C2
83.479493,60.943287,45.126196,65.44265,C2
79.013455,57.227952,59.107096,80.584836,C2
77.256612,58.198396,57.105333,83.078898,C2
98.09731,72.32729,42.586512,61.198704,C2
76.414354,67.343062,30.833505,75.686817,C2
82.092181,88.929425,17.466031,81.014592,C2
87.907901,76.953259,45.839413,52.838579,C2
83.450585,64.231644,49.622425,68.512298,C2
79.657652,81.487807,60.348513,89.15904,C2
98.94089,61.628717,50.845908,67.595318,C2
78.462235,49.504884,84.226136,49.299904,C2
99.940549,96.304567,16.511383,68.309351,C2
98.03874,68.128835,54.08349,62.506642,C2
97.240642,93.834337,50.086751,54.250211,C2
75.452802,51.12439,17.584476,55.668909,C2
79.444967,80.898865,16.722344,85.399133,C2
82.347932,78.911319,47.242784,59.850911,C2
97.499275,81.13392,72.245407,76.753397,C2
80.364988,54.789041,39.762943,73.344494,C2
83.277366,71.646386,53.594676,83.340713,C2
90.610916,68.139731,61.285362,74.3022,C2
89.408427,78.017969,54.876519,81.200476,C2
75.591803,48.431765,71.763047,100,C2
91.297789,74.607004,53.495003,76.635518,C2
92.712196,80.303247,57.28564,66.148482,C2
77.318014,57.580581,54.407432,76.241583,C2
95.151784,64.371885,27.836819,79.622083,C2
83.211106,79.287607,37.729452,70.580197,C2
75.560177,83.254829,66.97457,80.473493,C2
82.412845,80.238912,60.067326,68.608729,C2
96.276712,81.218046,57.490736,69.515866,C2
87.943051,67.462288,62.245525,87.456407,C2
96.722634,98.791685,45.829994,61.115423,C2
93.254808,95.62244,48.776668,81.008673,C2
98.690576,74.960139,69.204306,55.734588,C2
78.969383,48.638153,51.712665,79.747281,C2
76.841045,65.436474,47.828237,80.750165,C2
94.275873,69.979092,36.666851,56.823532,C2
98.296479,63.419883,34.705044,85.142928,C2
98.228307,74.514156,57.503524,65.08479,C2
87.003913,82.721903,34.034281,76.50957,C2
86.666889,87.028451,49.545042,69.748164,C2
95.224298,66.728491,68.785282,70.120804,C2
86.049674,75.425523,48.181561,79.653473,C2
80.490258,52.447967,64.645244,87.002998,C2
95.691211,55.85886,63.665924,67.129863,C2
84.134739,79.658159,58.653798,64.111136,C2
92.488335,80.084022,43.252214,64.511849,C2
90.367046,52.251624,21.905392,78.69062,C2
96.175605,70.577034,54.937459,86.628132,C2
75.155282,56.768548,73.303902,59.754855,C2
88.929193,74.139155,47.452539,71.306927,C2
99.295106,82.779191,60.941877,79.704438,C2
89.874082,88.536857,52.773289,84.534563,C2
75.654161,47.392203,73.797023,63.300617,C2
89.305822,76.020128,63.314193,68.917375,C2
90.16468,84.03952,42.120091,61.142702,C2
99.613039,81.73919,58.523185,63.874297,C2
99.240991,67.333726,24.593572,73.681081,C2
87.879233,64.242895,50.72163,70.615037,C2
96.404852,73.169126,46.585681,66.097704,C2
88.349456,73.570365,30.235465,70.739497,C2
95.372297,92.292353,33.213112,42.668545,C2
95.121693,96.583297,53.34463,70.75517,C2
87.45473,71.700065,61.243746,55.815787,C2
91.793622,54.510045,52.632335,74.099826,C2
77.253453,83.912279,49.20858,79.273404,C2
87.511249,84.103873,63.765329,51.658815,C2
84.766742,74.689634,83.282868,71.847045,C2
77.116529,77.093554,51.539599,79.876171,C2
92.901675,68.39023,43.729798,82.419501,C2
90.811545,59.23576,41.154833,69.388673,C2
78.381176,57.118913,39.071364,66.196328,C2
97.095349,91.519518,54.186481,61.212217,C2
95.356956,72.254473,55.238775,73.694506,C2
78.934648,52.222955,26.550468,72.656561,C2
82.608716,62.726042,36.524841,87.09577,C2
87.96189,55.092126,52.807212,68.12027,C2
91.657126,74.892726,44.598952,67.286804,C2
76.723074,69.418878,69.555048,70.251788,C2
75.083284,65.133563,86.220693,56.616606,C2
83.105066,80.044464,60.653114,63.435724,C2
88.433825,53.055844,50.608834,50.59833,C2
96.649062,75.888709,49.844683,77.196434,C2
94.98672,91.815587,51.805517,88.11943,C2
78.095561,49.244412,65.055837,67.044002,C2
83.650534,89.736551,34.253958,53.663096,C2
86.855826,50.102084,59.092766,70.267031,C2
78.556383,55.69106,43.538295,73.554869,C2
94.089188,79.393257,84.150145,47.228158,C2
83.214328,85.169408,43.379022,64.987169,C2
85.866651,83.212831,54.577247,57.208009,C2
82.112392,74.849171,54.321737,64.039901,C2
96.469413,87.259185,66.89531,74.112347,C2
75.955797,60.733718,44.019013,76.082118,C2
88.802098,63.749961,40.155602,83.345055,C2
89.841826,90.50241,65.345572,83.880908,C2
78.399399,77.733237,24.129966,72.193552,C2
92.29965,96.115635,31.44844,65.119939,C2
97.024647,74.994578,38.613037,71.850374,C2
98.76893,83.308587,30.601794,59.789409,C2
79.23125,75.053413,59.222759,88.537657,C2
93.010962,77.447371,55.351203,76.202896,C2
88.3634,72.339127,40.419007,67.530565,C2
95.94145,70.181038,38.578176,75.189872,C2
98.485757,89.326106,43.240649,59.428044,C2
90.815509,71.650722,51.120793,72.483286,C2
90.242593,54.140866,37.331714,58.56591,C2
98.019963,81.699986,63.721702,51.895797,C2
96.728448,67.42749,46.120231,76.06758,C2
86.903649,61.671012,30.790297,58.245117,C2
85.996301,58.532343,58.192472,66.519061,C2
84.858586,77.420317,17.253042,72.999475,C2
76.252965,84.227909,64.266545,68.268317,C2
95.242181,86.97347,100,70.941914,C2
95.539236,77.215326,43.606928,58.050646,C2
94.887236,86.360213,60.013056,84.537296,C2
81.969868,69.321893,22.868889,72.735125,C2
84.966804,86.462805,24.567677,67.290088,C2
78.341684,50.616431,35.609831,52.117162,C2
90.333154,67.267873,61.423148,65.220778,C2
99.269357,90.012155,57.873138,84.10926,C2
92.181263,95.290136,69.383624,68.857934,C2
90.445034,91.660828,65.172941,72.156442,C2
99.50949,59.664718,43.150345,79.291381,C2
79.740323,75.960193,62.363282,80.227043,C2
98.978444,84.824879,48.883347,59.736614,C2
86.899018,51.292594,25.192835,60.955891,C2
83.478725,68.548391,59.898131,65.819974,C2
92.380344,71.318295,51.609238,72.220887,C2
78.443043,56.939988,51.682815,62.777329,C2
88.582705,51.918526,62.403691,81.200642,C2
75.844093,48.762282,75.512923,64.262632,C2
83.80884,88.828921,56.203698,63.758225,C2
97.939357,77.109611,75.349762,77.669903,C2
81.966797,56.276473,64.526715,58.300733,C2
96.093891,78.401634,68.685123,52.626881,C2
88.228942,57.053375,54.038572,64.823008,C2
83.872721,52.825944,57.057986,59.122759,C2
79.399699,76.003529,35.647692,69.180612,C2
80.500578,87.612201,52.400758,67.307062,C2
96.220722,68.404598,41.364789,74.0742,C2
86.958821,65.404481,49.356288,66.517529,C2
78.861593,71.978078,65.296062,71.122211,C2
97.652534,59.196827,43.502512,58.762563,C2
99.862195,78.537612,70.483417,69.12451,C2
92.373397,58.014958,53.451041,84.586586,C2
96.367412,88.514036,26.468041,69.080478,C2
77.563345,47.07598,54.302597,92.966462,C2
91.033933,90.046369,39.020245,68.488248,C2
91.047601,81.421,50.455175,54.421029,C2
90.699967,80.52631,42.489085,79.052051,C2
81.277798,63.876749,84.911983,58.54251,C2
82.788668,88.780492,62.651274,60.144458,C2
96.455959,77.014199,41.409422,70.653835,C2
78.427954,68.70875,54.358526,68.96898,C2
89.732086,84.884583,19.187093,73.980106,C2
94.161551,56.452597,14.673971,69.95294,C2
97.16882,78.481595,56.832761,73.297442,C2
78.982811,74.642863,49.321092,67.226271,C2
93.518235,69.86411,43.027341,71.165185,C2
77.219046,50.93687,42.649028,62.716951,C2
76.137171,66.994813,41.158856,68.042478,C2
87.309299,71.436066,52.163114,73.466959,C2
87.47206,62.248246,32.673314,57.672881,C2
76.058049,69.352911,48.509174,64.30608,C2
84.888513,90.40257,47.555564,74.331727,C2
79.777008,82.011873,57.0338,63.202213,C2
85.089394,55.131334,28.019137,85.121513,C2
83.462213,83.872084,38.400886,77.464652,C2
83.023503,84.452472,17.811745,80.595671,C2
89.39476,70.522178,43.220855,68.414533,C2
95.136254,66.519845,46.82661,88.29674,C2
81.917338,85.239376,42.28466,77.369059,C2
97.516302,61.026479,42.899561,62.122859,C2
89.169301,76.184473,26.888941,74.613547,C2
78.157038,76.871708,52.037345,61.561843,C2
86.822376,80.473405,56.282991,87.226688,C2
96.658048,68.644341,51.191253,80.286286,C2
86.112737,66.5245,31.797053,83.123184,C2
82.107207,52.699956,24.56818,88.772556,C2
91.986549,54.268609,40.601493,57.616327,C2
84.980559,85.924432,43.312852,80.237205,C2
86.426404,62.686701,17.86102,41.912409,C2
91.792351,71.993262,45.166991,56.372107,C2
81.112281,67.109683,29.471733,65.481447,C2
85.778444,85.854238,57.409063,72.710866,C2
98.734447,81.614331,44.246299,72.094829,C2
85.824555,76.449658,83.125439,73.833702,C2
80.162887,85.43167,48.165521,67.720318,C2
92.909641,64.523679,39.747322,62.050897,C2
89.776435,52.207804,38.480011,91.65276,C2
97.649589,74.639569,73.067616,72.553848,C2
89.743538,74.127994,67.830953,62.283393,C2
81.158505,47.137458,53.869025,78.537416,C2
98.783151,98.485672,26.097035,76.417184,C2
91.644994,63.853782,54.968114,66.386997,C2
77.998959,74.04898,52.631983,81.527111,C2
82.795703,74.974251,66.218648,93.198606,C2
97.728358,81.02374,69.210926,69.404015,C2
90.258589,80.412041,37.125932,87.505895,C2
93.842687,82.762725,23.46584,66.352663,C2
76.542821,47.217248,62.138108,75.812368,C2
86.283225,58.771456,81.0475,68.693322,C2
92.630092,92.135511,60.458444,80.566782,C2
92.301122,75.821291,59.057184,75.408613,C2
85.239696,63.833087,40.772598,77.160161,C2
96.52938,65.081592,32.049212,65.465234,C2
95.079282,96.89143,69.685041,73.042119,C2
75.228866,62.773992,0,72.019439,C2
96.449994,97.444635,58.073574,68.571871,C2
79.328708,63.75457,40.349033,87.463185,C2
79.346628,60.359734,56.374719,48.524612,C2
90.786061,54.988823,58.57945,59.298933,C2
89.759596,92.207754,44.949191,68.017877,C2
88.695126,78.332357,51.355118,61.103012,C2
98.061091,97.113979,25.434837,93.209187,C2
98.102735,87.930288,28.031975,61.630973,C2
81.879609,81.789765,61.87581,84.343321,C2
100,80.564194,69.070995,63.313424,C2
84.658436,57.160296,52.995178,67.887223,C2
97.770518,59.2571,74.157419,61.353606,C2
86.13286,76.956293,51.098049,62.745917,C2
92.984106,71.26937,36.470236,69.746499,C2
89.284578,74.933078,63.943592,76.986522,C2
87.428466,89.337313,47.108954,65.561091,C2
82.976473,55.885675,48.417914,57.316884,C2
91.271335,80.706036,63.610381,61.383784,C2
91.118252,55.802227,58.485525,80.178359,C2
90.951792,54.067018,42.384769,72.224315,C2
83.643701,80.069573,55.300973,54.045016,C2
